text,user_location,user_description,user_created,user_followers,user_favourites,date
"Asking #chatgpt ""What proportion of degens live in their moms basement"" and getting my ass kicked.  

#AI #momsbasement https //t.co/e1QefgX44u",London💂🏽‍ LA 🏖️ Brighton ⚽️,"3x entrepreneur now full time web3. CEO @stickiesxyz Daily web3, web 2, content and startup ideas. Steal if useful.",2023-02-14 11:55:34+00:00,280.0,19,2023-03-17 09:29:00+00:00
"While it’s too soon to grasp the full extent of #cybersecurity issues that tools like #ChatGPT could pose, they could soon become the latest targets of bad actors—especially considering the amount of data they amass every day from users across industries. https //t.co/UYHknQwA3J",Washington D.C.,Law & tech reporter for @Legaltech_news. Formerly @mcclatchy @rvamag @csmonitor @theuntitledmag . Retweets ≠ endorsement - Get in touch: ccoyer@alm.com 🇫🇷🧀,2019-04-03 20:21:40+00:00,297.0,1088,2023-02-16 15:59:53+00:00
"#ChatGPT is so corrupted and biased! Ask the same question about 3 religions and look at the responses. Asking the same question, but it only violates the content policy when it comes to Islam and Christianity but not Hinduism.. how corrupted is this AI? https //t.co/K1FjQjhXWA https //t.co/EtcpvXGmw1","London, England","Proud follower of Sanatan Dharma, The Univeral Truth. Shri Krishna Bhakt 🦚 100% Indian, Gujarati 🧬 Birth certificate British. #HindusMatter",2018-03-30 18:01:30+00:00,8497.0,72154,2023-02-06 20:26:18+00:00
"I say compare students’ papers to each other to catch #AI cheating. If there are too many like phrases, stock phrases, similar essay structure, etc, cld be a sign of #cheating. || Professor catches student cheating with #ChatGPT  'I feel abject terror' https //t.co/vYzjMMBgja","Las Vegas, NV",Dedicated to doing Good in the world by any means necessary.#sewist #sociology #HomeCoffeeRoaster #SaferSocialMedia,2008-03-23 21:12:52+00:00,945.0,3555,2022-12-28 18:14:59+00:00
"#ChatGPT is hands down one of the craziest technologies I have ever seen. The future capabilities and potential behind it are just nuts. #OpenAI being valued at $29 billion is no surprise whatsoever - #ArtificialIntelligence is very costly. 

https //t.co/o767MAR1RV",United States,Addicted to reading the WSJ for some reason. I give my two cents on WSJ articles and anything finance related. Mets fan. Wine collector.,2020-03-29 23:10:07+00:00,36.0,28,2023-01-06 12:04:00+00:00
"""The least we can say is that ChatGPT could not improve government planning. Nor perhaps make it worse."" #ChatGPt #AI #GovernmentPlanning #Hayek  https //t.co/En1fbfl6Vp","Gorham, Maine","Economist & author. Latest book: What's Wrong with Protectionism? (Rowman & Littlefield, 2018)",2009-04-26 04:31:52+00:00,1344.0,1134,2023-02-09 17:32:06+00:00
"OMG Chatgpt got banned #OpenAIChatGPT #ChatGPT #ai #ArtificialIntelligence 
https //t.co/mQPUWb2PcQ",thirupathur,face everything and move on.. just move on!.  join with me for more updates,2016-09-05 16:45:50+00:00,4.0,101,2023-02-23 12:48:41+00:00
"#trading
#FinTwitt
#fintwit

@FintwitDecoded
@IndianFintwit

#ChatGPT is providing its advice on how to become a trading Furu 

Its so naive and talks about an analysts role 
I remember this had only data upto 2021 .
Probably it must go thro 2022 data to understand ""Furu"" 😅 https //t.co/dlTLb2XbvA","Bengaluru, India","Trading in equity since 2008 | options since 2018,profitable in options since 2019 | Positional BWBs,condors,calenders|Portfolio hedging| Investor Blue chips",2011-04-03 18:26:58+00:00,2056.0,6039,2022-12-10 06:53:36+00:00
I'm sorry - what!?  #ChatGPT #Batman https //t.co/0GXnqLblqV,"Peterborough, Ontario",harrow,2010-03-13 04:23:51+00:00,305.0,12932,2023-01-04 23:58:12+00:00
#ChatGPT even AI knows that's options trading is not safe 🙂 https //t.co/F2E6LyJ45Y,Pune,"Web development, Learner , Learning Investment , #angular , #react, #AI",2008-05-24 08:44:30+00:00,506.0,363,2023-01-05 02:47:22+00:00
"✅It’s important to mention that #ChatGPT is (still) not always correct, despite sounding very confident in its answers. Think of it as a tool for doing 80% of the work rather than completing the job for you. Do apply logic, and make sure to review its responses as a critic.",Florida,"Ph.D. in computer sciences in France. I have the goal to enhance our world and reduce poverty. https://t.co/j85wyXENY9,  https://t.co/XFCdKQXUMW…",2016-12-31 18:38:08+00:00,7651.0,12475,2023-02-08 19:23:12+00:00
"Limitations stated by @OpenAI for #chatGPT are common mistakes made by people. Especially (1) plausible-sounding but incorrect answers, (2) answering questions if rephrased, (3) guessing intent instead of asking for clarification.

Long way to go, but this feels new. https //t.co/8EaUzJWAgr","Brooklyn, NY","entertaining what-if. AI research, FinTech, k8s. searching for freedom. PM @meta @microsoft",2014-12-05 02:57:46+00:00,1020.0,9339,2022-12-08 15:34:09+00:00
"😱 20 jobs that #ChatGPT will replace in the near future predicted by #chatgpt4!

@rwang0 @MikeQuindazzi
@Fisher85M @PawlowskiMario @mvollmer1 @gvalan @Shi4Tech @LaurentAlaus https //t.co/pyAu7znzvJ","Paris, France","Head of Digital & Socialmedia, CDO, Influencer, Growth-Hacker, #VivaTech #AI #MachineLearning #Robotics #fintech #Cloud #5G #CyberSecurity #CES2023",2015-12-04 18:13:38+00:00,91462.0,295911,2023-03-16 18:38:26+00:00
"#ChatGPT  Will AI-Powered Chatbots Pose A Threat To Writers?

https //t.co/Whtx1jNEzX

#Analytics #MachineLearning #IoT #ML #Flutter #Tech
#TensorFlow #SmartCities #OpenAI #Chatbot #Python",Hamburg,"#Digitalization #insurtech, #fintech #blockchain #cloud #ai #professional - #speaker #author. In ❤️ with #TikTok at https://t.co/ZSlci4sqVo",2011-01-27 10:03:57+00:00,43603.0,29857,2023-03-01 19:30:05+00:00
"I asked #ChatGPT what does he think about the Italian #GarantePrivacy requesting OpenAI to block Italian access to ChatGPT.
First answer was this was fake news and that I should rely on credible sources…
I provided a source and here is what ChatGPT had to say about the matter https //t.co/vgUnj4oGJ6",@USI_university,"Rocking the positive attitude. Digital Cultures, Fandom & Social Media expert. Lecturer and researcher @usi_imeg by day. Fan of ⛸, 🇯🇵 & HP always.",2009-09-03 15:11:58+00:00,436.0,2016,2023-04-01 07:27:02+00:00
"$GOOG announces #CHATGPT Rival #BARD for limited testing.  
https //t.co/gNQRxsgRay 

$MSFT #AI",United States,"Data Science | #Learnings #GrowthMindset | Fundamentals & Chart patterns| My tweets are Not Financial Advice, Do your DD!",2021-05-28 03:26:16+00:00,1065.0,2565,2023-02-06 19:20:05+00:00
#ChatGPT  Boon for the Lazy Learner - https //t.co/eg2adx5ueF https //t.co/LwoaFhfLVx,Jamaica,"Development specialist for investment, international trade, energy, and environment.",2016-05-05 16:06:13+00:00,93.0,43,2023-02-15 14:21:46+00:00
I was not truly excited about #ChatGPT until I asked it a question about a software library with pretty dense documentation and it immediately did the worst part of my job for me.,"Texas, USA",Thankfully I left the GOP in the '90s. No greater group of unprincipled subservient cowards has ever been inflicted on our country than today's Republican Party,2018-01-10 01:23:46+00:00,609.0,19569,2023-03-15 21:21:28+00:00
For every #ChatGPT limitation there are 100 use cases where you can 10x any other product out there.,"Rome, Lazio","Founder of AI Academy, author of Zero to AI, teach AI at Harvard. I write a weekly newsletter for busy people called tech pizza 🍕",2014-11-08 16:34:39+00:00,442.0,406,2022-12-05 20:10:55+00:00
Is #ChatGPT beside all biases not also a #Wikipedia killer? You can ask questions and do not need to read thousands of sentences to get an answer… or resume x number of sources. We are living in most interesting times!,Zürich - Switzerland,Nerd in Denial - founder & CEO of https://t.co/ldlVnCJaxI #blockchain #SoftwareEngineer #deeplearning #ethereum https://t.co/vdunXXh0ur,2008-10-29 19:56:55+00:00,592.0,257,2023-02-08 19:23:37+00:00
"Unpopular opinion. If you don't recommend using #ChatGPT to generate content, don't recommend using it to generate Schema.
While it technically can, it doesn't mean you should",wikidata.org/wiki/Q614483,"Founder of Schemaster and https://t.co/8TBBHtpeHV
Schema Markup Consultant
{""context"": ""https://t.co/hdYajtXodH"",
""@type"": ""Person"",
""jobTitle"": ""SEO""}
🧩Autism
SaaS
https://t.co/dbI4lMTijS",2014-05-15 23:54:34+00:00,1278.0,8766,2023-01-01 16:22:31+00:00
"#ArtificialIntelligence
""Search wars reignited by artificial intelligence breakthroughs"" #ChatGPT https //t.co/K808nNFIjA",Paris,"AI, platforms, data, privacy. Autonomous vehicles. Sustainable development. Digital transformation. IP & competition law.",2012-12-17 10:19:07+00:00,5254.0,43698,2023-02-09 07:59:37+00:00
"Bad Derrida, if you ask me. What #ChatGPT does is not ""writing""; it makes no différance. https //t.co/BfOKZLTbuy","Copenhagen, Denmark",Resident writing consultant at the Copenhagen Business School Library.,2017-08-09 08:08:47+00:00,1072.0,3831,2023-03-11 17:00:34+00:00
casually getting filled in by #chatGPT as to what a confusing chunk of assembly is doing https //t.co/5kb9BtDfpj,"Calgary, Alberta","Forensic Consultant @MagnetForensics DFIR, RE/frida, cryptography, dotnet, cloud stuff. Opinions are my own.",2018-10-30 16:42:53+00:00,1915.0,10355,2022-12-09 14:32:54+00:00
"#openai #ChatGPT had a good metaphor but a bad implementation. AI that contradicts itself is concerning. 

""We are all, by any practical definition of the words, foolproof and incapable of error."" - HAL https //t.co/F6RAJsazfo","Monroe, WA",Amateur #deepsky #astrophotography and lots of #spacepics. Instagram: https://t.co/gtYGRBjCV8,2021-08-30 23:14:05+00:00,92.0,105,2023-02-07 06:27:22+00:00
SINCE WHEN IS #ChatGPT  AWARE WTF (read last line) https //t.co/kJ3PGYI7l9,your moms pussy,"they/them
spicy dumb",2020-04-07 17:46:15+00:00,6.0,240,2023-02-10 21:24:37+00:00
"@arzutugceguler So I just wrote #chatgpt a vague description of a function I wanted (basically subsetting a tsv using a text file) and it managed to output useable code (with comments), which btw it will write in any code I can name. What is happening?!!!

(And it can grep awk sed!!!)","Charleston, SC","Analytical biochemist attempting molecular cartography across the tree of life, powered by MS-based proteomics. Opinions expressed are solely my own. he/him",2009-02-19 02:13:27+00:00,2151.0,4548,2022-12-06 04:11:09+00:00
"Few months ago, @bing got installed on my wife’s #iMac by a virus, it was very difficult to remove from @Google #Chrome. 
Today, after experimenting with @bing AI available features and requesting the #chatgpt features my @Photoshop is frozen, #taskmanager shows is @MicrosoftEdge","Maui, Hawaii, USA.","Visual Artist. NFT, Live Art, Oil Paintings, Caricatures, Commissions, Portraits, Landscapes. https://t.co/LQgZMi0sND",2008-03-10 16:38:35+00:00,287.0,11771,2023-02-12 00:18:37+00:00
"#Breaking_News  #Altcoingazette #Publishes #eBook on #Amazon #Kindle Titled 
https //t.co/83pBrF1p1W

#Dogecoin $DOGE $BTC $ETH  $LINK #dogefam #ChatGPT #quant #Tesla #SNAP #Web3 #ChatGPT  #elon_musk #Newcastle #Tomhanks #Kane #vampires #horror #KatieHobbs #libsoftiktok #Blues https //t.co/2pglQidjVM","Tallahassee, Florida","The https://t.co/dc2RRmkrZU is Cryptocurrency News Agency. Not Investment Advice. 
https://t.co/qGtxkPx4Ca…",2011-11-12 01:04:47+00:00,1776.0,7966,2023-02-25 22:47:44+00:00
"Students trying to change the system is not a new phenomenon. #ChatGPT is raising the game in detecting plagiarism.

Teachers v ChatGPT  Schools face a new challenge in the fight against plagiarism https //t.co/jOIFViE5dL 
@straits_times",Singapore,Trying to lead a good life while continuing to learn and grow.,2009-10-27 08:05:46+00:00,191.0,578,2023-01-02 03:34:40+00:00
"We set #ChatGPT a series of (fairly tricky) riddles, and it effortlessly solved them - well, most of them. In two cases, the bot either got it wrong or actually ground to a halt mid-answer. How did you do? https //t.co/5u6FgLeYeg",London,Commercialise at scale @AlchemyCrewLtd | Podcast #scoutingforgrowth | Editor @InsurTECH_Book | #FinTech #InsurTech #WomeninTech #Sustainability Ambassador,2009-03-22 19:52:43+00:00,37773.0,38070,2023-03-10 19:39:00+00:00
"You can tell headlines are starting to be written by #ChatGPT they’re technically compelling, but contain no soul.","Boulder, CO",SuperVillainDAO 🌎 🌱 Slinger of SaaS 💻 Camper 🏕 🎿,2021-01-16 20:08:51+00:00,78.0,6163,2023-01-30 23:07:36+00:00
I think I’m the only girl in tech that had no idea how to use #ChatGPT,Charleston ,The only SaaS platform that connects contractors to those who have been affected by a disaster.,2017-11-27 05:38:27+00:00,158.0,4739,2023-03-26 04:34:01+00:00
"„Here’s the problem  the technology is simply not ready to be used like this at this scale. #AI language models are notorious bullshitters, often presenting falsehoods as facts.“ #innovation #technology #generativeai #ChatGPT https //t.co/fyGZMf1hBa",St. Gallen / Switzerland,Looking at modern innovation management for future-proof organizations @Dual_Innovation. Book author and awarded blogger. #SIEx member. Integrative thinker.,2009-05-24 11:09:02+00:00,8884.0,4042,2023-02-15 10:17:26+00:00
"On #AI and #data at #infosysconfluence, Vicki Russell says @MelbCathSchools are unlikely to ban #ChatGPT. 
'We need to evolve, work with it, don't bury it'.
#LLM #innovation #education","Bundjalung Country, NSW","Identity & data protection researcher, innovator & adviser. Founder Lockstep Consulting & Technologies; Principal Analyst Constellation Research.",2009-06-09 03:48:16+00:00,9343.0,11982,2023-01-29 02:07:35+00:00
"The Latest WhatsApp Spyware Attack What You Need to Know
#ChatGPT #cybersecurity #Hacked #Hacking #spyware #recovermyaccount #instagram #WhatsApp #twitterhacked #Facebook #SCAM #safety #Tips #recovery #Online #darkweb #roblox #DeepWeb https //t.co/Bzl9ABDeCo https //t.co/cKdOF9aVJs",United States,"Available for all kinds of account hacks,recovery,spy #hacked  #instagram #snapchat #Tiktok #facebook #Email #tinder #youtube",2012-03-13 12:46:05+00:00,24.0,1735,2023-03-12 07:31:46+00:00
"#ChatGPT and #GPT3 are hot. But let’s be practical, when we want to reproduce GPT-3 or use it in our applications. Why did all of the public reproduction of GPT-3 fail? In which tasks should we use GPT-3.5/ChatGPT? Answered them in a new blog  https //t.co/ucRqxkyd1J @JingfengY https //t.co/riSw7rTSzl",Worldwide,"Life long learner serving best-in class #tech for #pharma / #healthcare to provide #NLPRoc, #computervision and #datascience based solutions",2010-07-11 07:27:52+00:00,7224.0,4971,2023-02-14 17:11:21+00:00
"ChatGPT rocks 🔥

#OpenAI #ChatGPT",India,"Programming / Coding / Googling 👀

just write some code 🧑‍💻",2017-10-22 09:57:34+00:00,60.0,116,2022-12-06 22:38:32+00:00
"Some argues #chatgpt is the iPhone moment, but shouldn't we compare software to software, hardware to hardware? I think it might be a google drive or facebook moment, in which it soon or later becomes a necessary tool for people's everyday life.","Taipei City, Taiwan","Work in crypto, physically in Taiwan, heart in 1001 night. BD @matterslab RT not endorsement.",2009-07-13 11:02:59+00:00,415.0,4782,2023-03-16 07:44:20+00:00
#ChatGPT   mark areas of topics where publicly available information can be expected to be low quality (notice comprehensiveness / recall here) https //t.co/N030fIyKvn,California,"Previously CTO & sw eng & product, presently interested in beneficial applications of AI",2008-11-01 07:17:47+00:00,9.0,0,2023-01-03 21:03:02+00:00
"There are ethical dilemmas in using #chatGPT for research and others, but physicians and academics need to be aware. Our patients are using it to understand their medical problems/medications etc (not sure if #chatGPT gives the right info! Scary!!)

What are you using it for?","New York, USA",Rheumatologist @HSpecialSurgery @WeillCornell ClinicalResearch | Big Data | Outcomes | Epidemiology | Disparities | Table tennis player | Tweets are my own.,2017-06-13 23:08:26+00:00,706.0,1482,2023-02-13 04:12:01+00:00
"So, after all the buzz &amp; recommendations,
I decided to checkout #ChatGPT Impressive, but I have my concerns.

also… whats the height &amp; width of Google? Asking for a grave digger.",The Deen’s Office.,Social Entrepreneur | Sovereign Identity Centered Character & Holistic Personal Development | Co-Founder @beastsnstables - Wealth & Asset Management.,2019-12-15 08:59:29+00:00,251.0,476,2022-12-12 06:57:07+00:00
"My internet speed is on fire today  🔥💨 
what's your internet speed this morning?
#ChatGPT  #shook #fastAF https //t.co/KcK8NghKmS",uyo,Frontend Developer || #React Js || who loves bringing designs to life😊 #freelance 💻 Hire me 📨,2019-11-05 17:21:34+00:00,268.0,3376,2023-02-07 08:41:18+00:00
